item_id,model,tugas,penilai,benar,latensi_ms,biaya_usd,tokens_out,cap_token,dijalankan_pada
id-b1-018,ling-3.0-flash,pilihan-ganda,mcq-py1,0,2250,0.0000357294,554,2400,2026-08-17T22:39:37+0700
id-b1-018,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,0,450,,2,600,2026-08-17T22:00:37+0700
id-b1-018,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,512,0.0000082600,2,600,2026-08-17T22:25:31+0700
id-b1-018,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,972,0.0000082600,2,600,2026-08-13T14:45:52+0700
id-b1-018,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,0,6831,0.0000166800,1,600,2026-08-17T22:31:12+0700
id-b1-018,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,0,518,0.0000089563,1,600,2026-08-14T03:02:15+0700
id-b1-018,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,0,550,,2,600,2026-08-17T22:02:53+0700
id-b1-018,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,0,537,,2,600,2026-08-17T22:09:33+0700
id-b1-018,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,0,823,,2,600,2026-08-17T22:05:10+0700
id-b1-018,solar-pro4,pilihan-ganda,mcq-py1,1,1958,0.0000063600,2,600,2026-08-17T22:16:49+0700
id-b1-019,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1695,0.0003420000,4,600,2026-08-17T23:06:28+0700
id-b1-019,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,5819,0.0000328500,59,600,2026-08-17T22:59:40+0700
id-b1-019,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,3610,0.0000451170,155,600,2026-08-14T02:59:34+0700
id-b1-019,gemma-4-31b,pilihan-ganda,mcq-py1,1,601,0.0000332800,2,600,2026-08-17T22:41:55+0700
id-b1-019,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1178,0.0000532000,5,600,2026-08-17T22:47:05+0700
id-b1-019,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1521,0.0000420200,2,600,2026-08-17T22:53:34+0700
id-b1-019,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1513,0.0000233100,271,600,2026-08-17T22:35:50+0700
id-b1-019,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,606,,2,600,2026-08-17T22:00:38+0700
id-b1-019,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,971,0.0000131100,2,600,2026-08-17T22:25:33+0700
id-b1-019,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,491,0.0000131100,2,600,2026-08-13T14:45:54+0700
id-b1-019,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,485,0.0000146385,2,600,2026-08-17T22:31:14+0700
id-b1-019,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,487,0.0000302000,2,600,2026-08-14T03:02:16+0700
id-b1-019,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,514,,2,600,2026-08-17T22:02:55+0700
id-b1-019,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,552,,2,600,2026-08-17T22:09:35+0700
id-b1-019,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,896,,2,600,2026-08-17T22:05:12+0700
id-b1-019,solar-pro4,pilihan-ganda,mcq-py1,1,787,0.0000091800,2,600,2026-08-17T22:16:51+0700
id-b1-020,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1343,0.0002910000,4,600,2026-08-17T23:06:31+0700
id-b1-020,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,18574,0.0000255437,61,600,2026-08-17T23:00:00+0700
id-b1-020,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,5148,0.0000794000,97,600,2026-08-14T02:59:40+0700
id-b1-020,gemma-4-31b,pilihan-ganda,mcq-py1,1,547,0.0000168800,2,600,2026-08-17T22:41:57+0700
id-b1-020,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,964,0.0000448000,5,600,2026-08-17T22:47:07+0700
id-b1-020,hunyuan-a13b,pilihan-ganda,mcq-py1,0,1452,0.0000348800,2,600,2026-08-17T22:53:37+0700
id-b1-020,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1081,0.0000110250,88,600,2026-08-17T22:35:53+0700
id-b1-020,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,471,,2,600,2026-08-17T22:00:40+0700
id-b1-020,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,563,0.0000107100,2,600,2026-08-17T22:25:35+0700
id-b1-020,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,479,0.0000107100,2,600,2026-08-13T14:45:55+0700
id-b1-020,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,550,0.0000251000,2,600,2026-08-17T22:31:15+0700
id-b1-020,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,683,0.0000251000,2,600,2026-08-14T03:02:18+0700
id-b1-020,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,431,,2,600,2026-08-17T22:02:56+0700
id-b1-020,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,413,,2,600,2026-08-17T22:09:37+0700
id-b1-020,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,908,,2,600,2026-08-17T22:05:14+0700
id-b1-020,solar-pro4,pilihan-ganda,mcq-py1,1,687,0.0000077100,2,600,2026-08-17T22:16:53+0700
id-b1-021,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1211,0.0002530000,4,600,2026-08-17T23:06:33+0700
id-b1-021,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,3965,0.0000256200,65,600,2026-08-17T23:00:05+0700
id-b1-021,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,1367,0.0000251600,62,600,2026-08-14T02:59:43+0700
id-b1-021,gemma-4-31b,pilihan-ganda,mcq-py1,1,636,0.0000175800,2,600,2026-08-17T22:41:59+0700
id-b1-021,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,2061,0.0000394000,5,600,2026-08-17T22:47:10+0700
id-b1-021,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1531,0.0000295600,2,600,2026-08-17T22:53:39+0700
id-b1-021,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1353,0.0000197610,241,600,2026-08-17T22:35:55+0700
id-b1-021,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,396,,2,600,2026-08-17T22:00:42+0700
id-b1-021,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,432,0.0000091600,2,600,2026-08-17T22:25:36+0700
id-b1-021,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,464,0.0000091600,2,600,2026-08-13T14:45:57+0700
id-b1-021,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,2262,0.0000103531,2,600,2026-08-17T22:31:19+0700
id-b1-021,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,1664,0.0000189300,1,600,2026-08-14T03:02:21+0700
id-b1-021,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,434,,2,600,2026-08-17T22:02:58+0700
id-b1-021,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,376,,2,600,2026-08-17T22:09:38+0700
id-b1-021,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,1273,,2,600,2026-08-17T22:05:17+0700
id-b1-021,solar-pro4,pilihan-ganda,mcq-py1,1,954,0.0000068700,2,600,2026-08-17T22:16:55+0700
id-b1-022,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1270,0.0002470000,4,600,2026-08-17T23:06:36+0700
id-b1-022,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,9258,0.0000227700,39,600,2026-08-17T23:00:16+0700
id-b1-022,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,1256,0.0000262990,57,600,2026-08-14T02:59:45+0700
id-b1-022,gemma-4-31b,pilihan-ganda,mcq-py1,1,417,0.0000155300,2,600,2026-08-17T22:42:00+0700
id-b1-022,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1249,0.0000392000,5,600,2026-08-17T22:47:13+0700
id-b1-022,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1484,0.0000288600,2,600,2026-08-17T22:53:42+0700
id-b1-022,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1428,0.0000140070,150,600,2026-08-17T22:35:58+0700
id-b1-022,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,0,731,,2,600,2026-08-17T22:00:44+0700
id-b1-022,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,460,0.0000092600,2,600,2026-08-17T22:25:38+0700
id-b1-022,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,475,0.0000092600,2,600,2026-08-13T14:45:58+0700
id-b1-022,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,2593,0.0000184800,1,600,2026-08-17T22:31:23+0700
id-b1-022,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,428,0.0000101124,2,600,2026-08-14T03:02:23+0700
id-b1-022,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,431,,2,600,2026-08-17T22:03:00+0700
id-b1-022,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,535,,2,600,2026-08-17T22:09:40+0700
id-b1-022,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,1046,,2,600,2026-08-17T22:05:19+0700
id-b1-022,solar-pro4,pilihan-ganda,mcq-py1,1,2686,0.0000069600,2,600,2026-08-17T22:16:59+0700
id-b1-024,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1167,0.0003330000,4,600,2026-08-17T23:06:41+0700
id-b1-024,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,1221,0.0000532000,69,600,2026-08-17T23:00:21+0700
id-b1-024,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,2143,0.0000307800,69,600,2026-08-14T03:00:02+0700
id-b1-024,gemma-4-31b,pilihan-ganda,mcq-py1,1,446,0.0000203900,2,600,2026-08-17T22:42:04+0700
id-b1-024,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,955,0.0000524000,5,600,2026-08-17T22:47:17+0700
id-b1-024,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1419,0.0000393600,2,600,2026-08-17T22:53:47+0700
id-b1-024,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1676,0.0000258300,313,600,2026-08-17T22:36:03+0700
id-b1-024,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,434,,2,600,2026-08-17T22:00:47+0700
id-b1-024,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,430,0.0000123600,2,600,2026-08-17T22:25:41+0700
id-b1-024,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,473,0.0000123600,2,600,2026-08-13T14:46:01+0700
id-b1-024,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,0,590,0.0000283000,2,600,2026-08-17T22:31:26+0700
id-b1-024,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,0,344,0.0000365300,1,600,2026-08-14T03:02:26+0700
id-b1-024,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,556,,2,600,2026-08-17T22:03:03+0700
id-b1-024,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,536,,2,600,2026-08-17T22:09:44+0700
id-b1-024,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,782,,2,600,2026-08-17T22:05:23+0700
id-b1-024,solar-pro4,pilihan-ganda,mcq-py1,1,5307,0.0000088800,2,600,2026-08-17T22:17:07+0700
id-b1-028,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1284,0.0002440000,4,600,2026-08-17T23:06:51+0700
id-b1-028,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,0,13450,0.0000934080,472,600,2026-08-17T23:00:57+0700
id-b1-028,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,0,35452,0.0001198200,591,600,2026-08-14T03:00:53+0700
id-b1-028,gemma-4-31b,pilihan-ganda,mcq-py1,1,573,0.0000143000,2,600,2026-08-17T22:42:11+0700
id-b1-028,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1443,0.0000386000,5,600,2026-08-17T22:47:28+0700
id-b1-028,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1560,0.0000281600,2,600,2026-08-17T22:53:58+0700
id-b1-028,ling-3.0-flash,pilihan-ganda,mcq-py1,0,2440,0.0000440454,681,2400,2026-08-17T22:39:41+0700
id-b1-028,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,589,,2,600,2026-08-17T22:00:54+0700
id-b1-028,mistral-small-3-2501,pilihan-ganda,mcq-py1,0,446,0.0000087600,2,600,2026-08-17T22:25:48+0700
id-b1-028,mistral-small-3-2501,pilihan-ganda,mcq-py1,0,457,0.0000087600,2,600,2026-08-13T14:46:07+0700
id-b1-028,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,2511,0.0000180300,1,600,2026-08-17T22:31:36+0700
id-b1-028,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,565,0.0000096786,1,600,2026-08-14T03:02:35+0700
id-b1-028,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,373,,2,600,2026-08-17T22:03:09+0700
id-b1-028,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,366,,2,600,2026-08-17T22:09:50+0700
id-b1-028,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,0,808,,2,600,2026-08-17T22:05:31+0700
id-b1-028,solar-pro4,pilihan-ganda,mcq-py1,0,1323,0.0000069600,2,600,2026-08-17T22:17:17+0700
id-b1-029,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1519,0.0002460000,4,600,2026-08-17T23:06:54+0700
id-b1-029,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,2211,0.0000279273,54,600,2026-08-17T23:01:04+0700
id-b1-029,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,9205,0.0000283600,78,600,2026-08-14T03:01:03+0700
id-b1-029,gemma-4-31b,pilihan-ganda,mcq-py1,1,491,0.0000156200,2,600,2026-08-17T22:42:13+0700
id-b1-029,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1103,0.0000396000,5,600,2026-08-17T22:47:31+0700
id-b1-029,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1442,0.0000290000,2,600,2026-08-17T22:54:01+0700
id-b1-029,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1178,0.0000162960,186,600,2026-08-17T22:36:25+0700
id-b1-029,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,535,,2,600,2026-08-17T22:00:56+0700
id-b1-029,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,448,0.0000091100,2,600,2026-08-17T22:25:50+0700
id-b1-029,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,486,0.0000091100,2,600,2026-08-13T14:46:08+0700
id-b1-029,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,5984,0.0000209000,2,600,2026-08-17T22:31:44+0700
id-b1-029,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,486,0.0000209000,2,600,2026-08-14T03:02:37+0700
id-b1-029,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,511,,2,600,2026-08-17T22:03:11+0700
id-b1-029,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,486,,2,600,2026-08-17T22:09:52+0700
id-b1-029,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,812,,2,600,2026-08-17T22:05:33+0700
id-b1-029,solar-pro4,pilihan-ganda,mcq-py1,1,878,0.0000069900,2,600,2026-08-17T22:17:19+0700
id-b1-030,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1297,0.0002700000,4,600,2026-08-17T23:06:57+0700
id-b1-030,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,2107,0.0000459200,65,600,2026-08-17T23:01:07+0700
id-b1-030,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,1573,0.0000247860,54,600,2026-08-14T03:01:06+0700
id-b1-030,gemma-4-31b,pilihan-ganda,mcq-py1,1,447,0.0000171500,2,600,2026-08-17T22:42:15+0700
id-b1-030,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1158,0.0000440000,5,600,2026-08-17T22:47:33+0700
id-b1-030,hunyuan-a13b,pilihan-ganda,mcq-py1,0,1491,0.0000319400,2,600,2026-08-17T22:54:04+0700
id-b1-030,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1013,0.0000093450,69,600,2026-08-17T22:36:27+0700
id-b1-030,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,610,,2,600,2026-08-17T22:00:57+0700
id-b1-030,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,467,0.0000099600,2,600,2026-08-17T22:25:51+0700
id-b1-030,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,491,0.0000099600,2,600,2026-08-13T14:46:10+0700
id-b1-030,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,979,0.0000230000,2,600,2026-08-17T22:31:46+0700
id-b1-030,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,512,0.0000109787,1,600,2026-08-14T03:02:38+0700
id-b1-030,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,387,,2,600,2026-08-17T22:03:13+0700
id-b1-030,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,373,,2,600,2026-08-17T22:09:53+0700
id-b1-030,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,794,,2,600,2026-08-17T22:05:35+0700
id-b1-030,solar-pro4,pilihan-ganda,mcq-py1,1,840,0.0000075600,2,600,2026-08-17T22:17:21+0700
id-b1-031,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1367,0.0002420000,4,600,2026-08-17T23:07:22+0700
id-b1-031,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,1918,0.0000201513,26,600,2026-08-17T23:01:47+0700
id-b1-031,gemma-4-31b,pilihan-ganda,mcq-py1,1,1498,0.0000150800,2,600,2026-08-17T22:42:43+0700
id-b1-031,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1720,0.0000380000,5,600,2026-08-17T22:47:54+0700
id-b1-031,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1556,0.0000277400,2,600,2026-08-17T22:54:29+0700
id-b1-031,ling-3.0-flash,pilihan-ganda,mcq-py1,1,3156,0.0000281400,88,600,2026-08-17T22:36:57+0700
id-b1-031,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,365,,2,600,2026-08-17T22:01:13+0700
id-b1-031,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,1252,0.0000087600,2,600,2026-08-17T22:26:09+0700
id-b1-031,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,1228,0.0000097272,2,600,2026-08-17T22:32:07+0700
id-b1-031,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,453,,2,600,2026-08-17T22:03:28+0700
id-b1-031,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,431,,2,600,2026-08-17T22:10:08+0700
id-b1-031,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,817,,2,600,2026-08-17T22:05:55+0700
id-b1-031,solar-pro4,pilihan-ganda,mcq-py1,1,2020,0.0000069000,3,600,2026-08-17T22:18:08+0700
id-b1-032,claude-haiku-4.5,pilihan-ganda,mcq-py1,0,1426,0.0002300000,4,600,2026-08-17T23:07:25+0700
id-b1-032,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,3037,0.0000341600,36,600,2026-08-17T23:01:51+0700
id-b1-032,gemma-4-31b,pilihan-ganda,mcq-py1,1,1434,0.0000147200,2,600,2026-08-17T22:42:45+0700
id-b1-032,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,972,0.0000380000,5,600,2026-08-17T22:47:56+0700
id-b1-032,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1466,0.0000276000,2,600,2026-08-17T22:54:32+0700
id-b1-032,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1053,0.0000102438,111,600,2026-08-17T22:37:00+0700
id-b1-032,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,0,564,,2,600,2026-08-17T22:01:14+0700
id-b1-032,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,432,0.0000088600,2,600,2026-08-17T22:26:11+0700
id-b1-032,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,549,0.0000199000,2,600,2026-08-17T22:32:09+0700
id-b1-032,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,531,,2,600,2026-08-17T22:03:29+0700
id-b1-032,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,430,,2,600,2026-08-17T22:10:10+0700
id-b1-032,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,0,1955,,2,600,2026-08-17T22:05:58+0700
id-b1-032,solar-pro4,pilihan-ganda,mcq-py1,0,712,0.0000067200,2,600,2026-08-17T22:18:10+0700
id-b1-033,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1990,0.0002360000,4,600,2026-08-17T23:07:28+0700
id-b1-033,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,1759,0.0000390600,56,600,2026-08-17T23:01:54+0700
id-b1-033,gemma-4-31b,pilihan-ganda,mcq-py1,1,926,0.0000163800,2,600,2026-08-17T22:42:47+0700
id-b1-033,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,954,0.0000370000,5,600,2026-08-17T22:47:59+0700
id-b1-033,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1712,0.0000271800,2,600,2026-08-17T22:54:35+0700
id-b1-033,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1615,0.0000138390,152,600,2026-08-17T22:37:03+0700
id-b1-033,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,354,,2,600,2026-08-17T22:01:16+0700
id-b1-033,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,437,0.0000086600,2,600,2026-08-17T22:26:13+0700
id-b1-033,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,527,0.0000196000,2,600,2026-08-17T22:32:11+0700
id-b1-033,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,401,,2,600,2026-08-17T22:03:31+0700
id-b1-033,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,371,,2,600,2026-08-17T22:10:11+0700
id-b1-033,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,768,,2,600,2026-08-17T22:06:00+0700
id-b1-033,solar-pro4,pilihan-ganda,mcq-py1,1,681,0.0000066300,2,600,2026-08-17T22:18:12+0700
id-b1-035,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1354,0.0002150000,4,600,2026-08-17T23:07:33+0700
id-b1-035,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,3979,0.0000206640,45,600,2026-08-17T23:02:06+0700
id-b1-035,gemma-4-31b,pilihan-ganda,mcq-py1,1,483,0.0000135500,2,600,2026-08-17T22:42:51+0700
id-b1-035,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1038,0.0000348000,5,600,2026-08-17T22:48:03+0700
id-b1-035,hunyuan-a13b,pilihan-ganda,mcq-py1,1,1493,0.0000256400,2,600,2026-08-17T22:54:40+0700
id-b1-035,ling-3.0-flash,pilihan-ganda,mcq-py1,1,1231,0.0000121380,131,600,2026-08-17T22:37:07+0700
id-b1-035,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,429,,2,600,2026-08-17T22:01:19+0700
id-b1-035,mistral-small-3-2501,pilihan-ganda,mcq-py1,0,498,0.0000079600,2,600,2026-08-17T22:26:16+0700
id-b1-035,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,507,0.0000090049,2,600,2026-08-17T22:32:15+0700
id-b1-035,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,368,,2,600,2026-08-17T22:03:34+0700
id-b1-035,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,455,,2,600,2026-08-17T22:10:14+0700
id-b1-035,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,867,,2,600,2026-08-17T22:06:04+0700
id-b1-035,solar-pro4,pilihan-ganda,mcq-py1,1,843,0.0000062100,2,600,2026-08-17T22:18:16+0700
id-b1-036,claude-haiku-4.5,pilihan-ganda,mcq-py1,0,1302,0.0002190000,4,600,2026-08-17T23:07:35+0700
id-b1-036,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,0,3559,0.0000567000,124,600,2026-08-17T23:02:11+0700
id-b1-036,gemma-4-31b,pilihan-ganda,mcq-py1,0,748,0.0000139100,2,600,2026-08-17T22:42:53+0700
id-b1-036,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,1381,0.0000350000,5,600,2026-08-17T22:48:06+0700
id-b1-036,hunyuan-a13b,pilihan-ganda,mcq-py1,0,1466,0.0000250800,2,600,2026-08-17T22:54:43+0700
id-b1-036,ling-3.0-flash,pilihan-ganda,mcq-py1,0,1438,0.0000122220,131,600,2026-08-17T22:37:10+0700
id-b1-036,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,536,,2,600,2026-08-17T22:01:21+0700
id-b1-036,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,831,0.0000080600,2,600,2026-08-17T22:26:18+0700
id-b1-036,qwen3-30b-a3b-2507,pilihan-ganda,mcq-py1,1,609,0.0000181000,2,600,2026-08-17T22:32:17+0700
id-b1-036,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,593,,2,600,2026-08-17T22:03:36+0700
id-b1-036,sahabatai-1-llama3-q4km-local,pilihan-ganda,mcq-py1,1,429,,2,600,2026-08-17T22:10:16+0700
id-b1-036,sea-lion-v4-5-e2b-q4km-local,pilihan-ganda,mcq-py1,1,676,,2,600,2026-08-17T22:06:06+0700
id-b1-036,solar-pro4,pilihan-ganda,mcq-py1,1,6953,0.0000064200,2,600,2026-08-17T22:18:24+0700
id-b1-038,claude-haiku-4.5,pilihan-ganda,mcq-py1,1,1295,0.0002260000,4,600,2026-08-17T23:07:41+0700
id-b1-038,deepseek-v4-flash-0731,pilihan-ganda,mcq-py1,1,12050,0.0000390600,60,600,2026-08-17T23:02:34+0700
id-b1-038,gemma-4-31b,pilihan-ganda,mcq-py1,1,429,0.0000144500,2,600,2026-08-17T22:42:56+0700
id-b1-038,gpt-5.6-luna,pilihan-ganda,mcq-py1,1,922,0.0000364000,5,600,2026-08-17T22:48:10+0700
id-b1-038,hunyuan-a13b,pilihan-ganda,mcq-py1,0,1530,0.0000256400,2,600,2026-08-17T22:54:49+0700
id-b1-038,ling-3.0-flash,pilihan-ganda,mcq-py1,1,6299,0.0000322200,114,600,2026-08-17T22:37:20+0700
id-b1-038,llama-3-1-8b-q4km-local,pilihan-ganda,mcq-py1,1,662,,2,600,2026-08-17T22:01:25+0700
id-b1-038,mistral-small-3-2501,pilihan-ganda,mcq-py1,1,596,0.0000081100,2,600,2026-08-17T22:26:21+0700
